CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
291,0,291,DJ9,DJ9,,CME,"Deutsche Mark/Japanese Yen",,Settlement,"",0,1250,125000,JPY,"DEM 125000","JPY/DEM",1,1250,IIVIIVIIVIIV,1992-02-26,1996-03-18,"","07:20 - 14:00",,"",2,0,0,0,1,
293,0,293,FV2,FV2,FV,CBT,"5-Year U.S. T-Note",RTH,Settlement,"FV,FV2,ZF",1,3.125,1000,USD,"$100000","points",2.5,7.8125,IIVIIVIIVIIV,1994-10-18,2021-08-11,"FV2 starts at 1994-10-18","17:00 - 16:00",,"",-8,0,0,0,1,23368
301,0,301,XA9,XA9,,MACE,"Mini Australian Dollar",,Settlement,"",0,6.25,62500,USD,"AUD 62500","USD/AUD",1,6.25,IIVIIVIIVIIV,1995-01-06,2001-09-17,"","07:20 - 14:00",,"",4,0,0,0,1,
303,0,303,XG,XG,,MACE,"Mini Euro",,Settlement,"",0,6.25,62500,USD,"EUR 62500","USD/EUR",1,6.25,IIVIIVIIVIIV,1999-11-05,2001-09-17,"","07:20 - 14:15",,"",4,0,0,0,1,
345,0,345,PI,PI,,CBT,"Struct Panel Index",,Settlement,"",0,10,100,USD,"100000 MSF","USD/1000 MSF",1,10,VIVIVIVIVIVI,1994-01-25,1995-09-28,"","09:15 - 16:15",,"",1,0,0,0,1,
350,0,350,YR,YR,,CME,"T-Bill-U.S. 1 Yr",,Settlement,"",0,5,5000,USD,"$500000","$/bas pt",1,5,IIVIIVIIVIIV,1994-03-28,1995-03-02,"","07:20 - 14:00",,"",3,0,0,0,1,
351,0,351,CN?,CN?,,CBT,"Canadian Govt Bond-10Yr",,Settlement,"",0,10,1000,CAD,"CAD100000","percent",1,10,IIVIIVIIVIIV,1994-04-08,1995-03-22,"","07:20 - 14:00",,"",2,0,0,0,1,
355,0,355,BR,BR,BR,CME,"Brazilian Real (legacy version; moved to #821)",,Settlement,"",1,10,100000,USD,"BRL 100000","USD/BRL",1,10,VVVVVVVVVVVV,1995-11-08,2021-08-11,"","07:20 - 14:00",,"",4,0,0,0,1,8361
370,0,370,FM9,FM9,,CME,"Deutsche Mark Forward",,Settlement,"",0,25,2500000,DEM,"$250000","DEM",1,25,VVVVVVVVVVVV,1994-09-12,2001-09-11,"","",,"",5,0,0,0,1,
371,0,371,FE9,FE9,,CME,"Japanese Yen Forward",,Settlement,"",0,25,25000,JPY,"$250000","JPY",1,25,VVVVVVVVVVVV,1995-01-17,1997-01-09,"","",,"",3,0,0,0,1,
376,0,376,CL1,CL1,CL,NYMEX,"Crude Oil",ETH,Last,"CL,CL1,CL2",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1993-06-25,2021-08-11,"","18:00 - 17:15",,"",2,0,0,0,1,951350
377,0,377,HO1,HO1,HO,NYMEX,"NY Harbor ULSD",ETH,Last,"HO,HO1,HO2",1,4.2,42000,USD,"42000 gallons","USD/gal",1,4.2,VVVVVVVVVVVV,1993-06-25,2021-08-11,"","18:00 - 17:15",,"",4,0,0,0,1,142220
378,0,0,HU1,,,NYMEX,"UNLEADED GAS",ETH,Last,"HU,HU1,HU2",0,,,,"","",,,VVVVVVVVVVVV,1993-06-25,2009-09-02,"","",,"",4,0,0,0,0,
379,0,379,PL1,PL1,PL,NYMEX,"Platinum",ETH,Last,"PL,PL1,PL2",1,5,50,USD,"50 oz troy","USD/oz troy",1,5,VSSVSSVSSVSS,1993-07-02,2021-08-11,"","18:00 - 17:15",,"",1,0,0,0,1,13390
382,0,382,TU,TU,TU,CBT,"2-Year U.S. T-Note",Combined,Settlement,"TU,TU3,ZT",1,6.25,2000,USD,"$200000","points",1.25,7.8125,IIVIIVIIVIIV,1990-06-22,2021-08-11,"","17:00 - 16:00",,"",-8,0,0,0,1,267580
387,0,387,CA,CA,,CBT,"Corn Yield Insurance-Iowa",,Settlement,"",0,10,100,USD,"$100 x YIELD","bu/acre",1,10,VIIIIIIIVVII,1995-06-02,2001-01-10,"","10:30 - 12:45",,"",1,0,0,0,1,
398,0,398,FT,FT,,CME,"Fed Fund Rate(30 Day)",,Settlement,"",0,2.5,2500,USD,"$3000000","USD/bas pt",1,2.5,VVVVVVVVVVVV,1995-10-12,1997-11-18,"","08:20 - 15:00",,"",3,0,0,0,1,
401,0,401,SG,SG,SG,CME,"S&P 500 BARRA Growth Index",,Settlement,"",1,2.5,250,USD,"$250 x Index","points",10,25,IIVIIVIIVIIV,1995-11-06,2021-08-11,"","09:30 - 16:15",,"",2,0,0,0,1,0
402,0,402,SU,SU,SU,CME,"S&P 500 BARRA Value Index",,Settlement,"",1,2.5,250,USD,"$250 x Index","points",10,25,IIVIIVIIVIIV,1995-11-06,2021-08-11,"","09:30 - 16:15",,"",2,0,0,0,1,0
403,0,403,DK,DK,DK,CME,"Class IV Milk",,Settlement,"",1,20,2000,USD,"200000 lbs","$/hundredweight",1,20,VVVVVVVVVVVV,2000-07-10,2021-08-11,"","08:00 - 13:10",,"",2,0,0,0,1,35
404,0,404,DA,DA,DA,CME,"Class III Milk",Combined,Settlement,"DA,DA2,DA1",1,20,2000,USD,"200000 lbs.","USD/CWT",1,20,VVVVVVVVVVVV,1996-01-11,2021-08-11,"","17:00 - 13:55",,"",2,0,0,0,1,925
408,0,408,BX,BX,,CBT,"Mexican Brady Bond",,Settlement,"",0,31.25,1000,USD,"$10000 x Index","points",1,31.25,IIVIIVIIVIIV,1996-03-01,1996-06-19,"","07:20 - 14:00",,"",-3,0,0,0,1,
409,0,409,S2,S2,S,CBT,"Soybeans",Combined,Settlement,"S,S2,ZS",1,6.25,50,USD,"5000bu","cents/bu",2,12.5,VIVIVIVVVIVI,1949-01-03,2021-08-11,"S starts at 1947-07-07","19:00 - 13:20",,"",-1,0,0,0,1,118102
410,0,410,SM2,SM2,SM,CBT,"Soybean Meal",Combined,Settlement,"SM,SM2,ZM",1,10,100,USD,"100 short tons","USD/short ton",1,10,VIVIVIVVVVIV,1951-08-29,2021-08-11,"SM starts at 1951-08-29","19:00 - 13:20",,"",1,0,0,0,1,81662
411,0,411,BO2,BO2,BO,CBT,"Soybean Oil",Combined,Settlement,"BO,BO2,ZL",1,6,600,USD,"60000lb","cents/lb",1,6,VIVIVIVVVVIV,1996-03-01,2021-08-11,"BO starts at 1950-07-17","19:00 - 13:20",,"",2,0,0,0,1,107481
412,0,412,C2,C2,C,CBT,"Corn",Combined,Settlement,"C,C2,ZC",1,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1949-01-03,2021-08-11,"C starts at 1946-01-02","19:00 - 13:20",,"",-1,0,0,0,1,378940
413,0,413,W2,W2,W,CBT,"Wheat",Combined,Settlement,"W,W2,ZW",1,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1996-03-01,2021-08-11,"W starts at 1922-01-03","19:00 - 13:20",,"",-1,0,0,0,1,187672
414,0,414,O2,O2,O,CBT,"Oats",Combined,Settlement,"O,O2,ZO",1,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1949-01-03,2021-08-11,"O starts at 1947-01-02","19:00 - 13:20",,"",-1,0,0,0,1,301
415,0,415,RR2,RR2,RRF,CBT,"Rough Rice",Combined,Settlement,"RR,RR2,RR1",1,2,2000,USD,"2000CWT","USD/CWT",5,10,VIVIVIVIVIVI,1986-08-20,2021-08-11,"RR starts at 1986-08-20","19:00 - 13:20",,"",3,0,0,0,1,871
416,0,416,EY,EY,EY,CME,"EuroYen",Combined,Settlement,"EY,EY2,EY1",0,250,250000,JPY,"JPY 100000000","JPY/bas pt",5,1250,IIVIIVIIVIIV,1996-03-06,2016-07-22,"","17:00 - 16:00",,"",3,0,0,0,1,
419,0,419,AT,AT,,CME,"Argentina Govt Bond FRB",,Settlement,"",0,10,1000,USD,"100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2006-10-12,"","07:20 - 06:50",,"",2,0,0,0,1,
420,0,420,BE,BE,BE,CME,"Brazilian El Bond",,Settlement,"",0,10,1000,USD,"100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2001-10-05,"","07:20 - 06:50",,"",2,0,0,0,1,
421,0,421,BF,BF,BF,CME,"Brazilian C Bond",,Settlement,"",0,10,1000,USD,"100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2001-10-05,"","07:20 - 06:50",,"",2,0,0,0,1,
422,0,422,MN,MN,MN,CME,"Mexican PAR Bond",,Settlement,"",0,10,1000,USD,"MXN 100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2001-10-05,"","07:20 - 06:50",,"",2,0,0,0,1,
423,0,423,EC,EC,,NYMEX,"Electricity-COB",,Settlement,"",0,6.34,634,USD,"634 MWH","USD/MWH",1,6.34,VVVVVVVVVVVV,1996-03-29,2002-02-15,"","16:00 - 14:30",,"",2,0,0,0,1,
424,0,424,EV9,EV9,,NYMEX,"Electricity-Palo Verde",,Settlement,"",0,6.34,634,USD,"634 MWH","USD/MWH",1,6.34,VVVVVVVVVVVV,1996-03-29,2002-02-15,"","16:00 - 14:30",,"",2,0,0,0,1,
429,0,429,ND,ND,ND,CME,"Nasdaq 100 Index",Combined,Settlement,"ND,ND2,ND1",0,1,100,USD,"$100 x Index","points",25,25,IIVIIVIIVIIV,1996-04-10,2015-06-18,"","15:30 - 15:15",,"",2,0,0,0,0,
432,0,432,NP,NP,NPG,NYMEX,"Henry Hub Natural Gas Penultimate",,Settlement,"",1,2.5,2500,USD,"2500 mmBtu","USD/mmBtu",1,2.5,VVVVVVVVVVVV,1996-05-31,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,532
433,0,433,IC,IC,,CME,"Mexican IPC Stock Index",,Settlement,"",0,2.5,25,USD,"$25 x Index","points",1,2.5,IIVIIVIIVIIV,1996-05-30,2001-10-05,"","08:30 - 15:15",,"",1,0,0,0,1,
441,0,441,DB,DB,DB,CME,"Butter",,Settlement,"",0,4,400,USD,"40000 lbs","cents/lb",2.5,10,IVVVVVVIVVVV,1996-09-05,2010-12-20,"","08:00 - 13:10",,"",2,0,0,0,1,
444,0,444,NC9,NC9,,NYMEX,"Natural Gas-Alberta",,Settlement,"",0,10,10000,USD,"10000 M Btu","USD/M Btu",1,10,VVVVVVVVVVVV,1996-09-27,1997-12-16,"","09:50 - 15:10",,"",3,0,0,0,1,
445,0,445,BD,BD,BD,CME,"Lumber-OS Board-N.Central",,Settlement,"",0,1,100,USD,"100K sqft","$/1000 sqft",1,1,VIVIVIVIVIVI,1996-11-08,2001-11-15,"","09:00 - 13:05",,"",2,0,0,0,1,
449,0,449,SP0,SP0,SP,CME,"S&P 500 Index (Divided by 10)",RTH,Settlement,"",0,25,250,USD,"$250 x Index","points",5,125,IIVIIVIIVIIV,1982-04-21,2017-10-27,"SP starts at 1982-04-21","08:30 - 15:15",,"",1,0,0,0,1,
450,0,450,RP,RP,RP,CME,"Euro/British Pound",,Settlement,"",1,1.25,125000,GBP,"EUR125000","GBP/EUR",5,6.25,SSVSSVSSVSSV,1999-01-11,2021-08-11,"","17:00 - 16:00",,"",5,0,0,0,1,1364
451,0,451,RY,RY,RY,CME,"Euro/Japanese Yen",,Settlement,"",1,1250,125000,JPY,"EUR125000","JPY/EUR",1,1250,IIVIIVIIVIIV,1999-01-11,2021-08-11,"","17:00 - 16:00",,"",2,0,0,0,1,262
452,0,452,RF,RF,RF,CME,"Euro/Swiss Franc",,Settlement,"",1,12.5,125000,CHF,"EUR125000","CHF/EUR",1,12.5,IIVIIVIIVIIV,1999-01-11,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,483
453,0,453,JB,JB,JB,CME,"10-Year Japanese Govt Bond",,Settlement,"",0,5000,500000,JPY,"JPY 50000000","percent",1,5000,IIVIIVIIVIIV,1999-01-22,2010-06-30,"","07:20 - 14:00",,"",2,0,0,0,1,
454,0,454,CU2,CU2,EC,CME,"Euro",RTH,Settlement,"CU2,CU,CU1",1,1.25,125000,USD,"EUR125000","USD/EUR",5,6.25,SSVSSVSSVSSV,1999-01-04,2021-08-11,"DM2 starts at 1992-06-26","17:00 - 16:00",,"",5,0,0,0,1,291
455,0,455,ND2,ND2,ND,CME,"Nasdaq 100",RTH,Settlement,"ND,ND2,ND1",0,1,100,USD,"$100 x Index","points",25,25,IIVIIVIIVIIV,1996-04-10,2015-06-18,"","08:30 - 15:15",,"",2,0,0,0,1,
456,0,456,QJ,QJ,,NYMEX,"Electricity-PJM",,Settlement,"",0,7.36,736,USD,"736 MWH","USD/MWH",1,7.36,VVVVVVVVVVVV,1999-03-19,2006-01-20,"","09:40 - 14:55",,"",2,0,0,0,1,
457,0,457,BU,BU,,CBT,"German Bund",,Settlement,"",0,25,2500,DEM,"DEM 250K","points",1,25,IIVIIVIIVIIV,1997-05-09,1997-12-17,"","18:20 - 14:00",,"",2,0,0,0,1,
458,0,458,RA2,RA2,RA,CME,"South African Rand",RTH,Settlement,"RA2,RA,RA1",1,5,500000,USD,"ZAR500000","USD/ZAR",2.5,12.5,VVVVVVVVVVVV,1997-05-07,2021-08-11,"","17:00 - 16:00",,"",5,1,0,0,1,3
459,0,459,NE2,NE2,NE,CME,"New Zealand Dollar",RTH,Settlement,"NE2,NE,NE1",1,10,100000,USD,"NZD100000","USD/NZD",1,10,IIVIIVIIVIIV,1997-05-07,2021-08-11,"","17:00 - 16:00",,"",4,0,0,0,1,0
461,0,461,TS,TS,TS,CME,"Mexican CETES T-Bill",,Settlement,"",0,50,5000,MXN,"MXP2000000","MXP/bas pt",1,50,IIVIIVIIVIIV,1997-04-03,2004-11-26,"","",,"",2,0,0,0,1,
465,0,465,TE,TE,TE,CME,"Mexican 28-Day TIIE",,Settlement,"",0,50,5000,MXN,"MXP6000000","MXP/bas pt",1,50,VVVVVVVVVVVV,1997-04-17,2001-10-05,"","14:45 - 14:00",,"",2,0,0,0,1,
476,0,476,IP,IP,,CME,"British Pound/Deutsche Mark",,Settlement,"",0,12.5,125000,DEM,"GBP 125K","DEM",1,12.5,IIVIIVIIVIIV,1997-06-09,1999-05-05,"","07:20 - 14:00",,"",4,0,0,0,1,
477,0,477,IY,IY,,CME,"D. Mark/Japanese Yen",,Settlement,"",0,250,250000,JPY,"DEM 250K","JPY",5,1250,IIVIIVIIVIIV,1997-06-09,1999-05-05,"","07:20 - 14:00",,"",3,0,0,0,1,
479,0,479,PC9,PC9,,CME,"Pork Cutouts",,Settlement,"",0,4,400,USD,"40K lbs","cents/lb",2.5,10,VVVVVVVVVVVV,1999-01-08,2000-04-14,"","10:15 - 14:05",,"",2,1,0,0,1,
480,0,480,BB9,BB9,,CME,"Beef-Boneless",,Settlement,"",0,2,200,USD,"20K lbs","cents/lb",10,20,IVVVIVIVIVIV,1997-06-16,1999-04-30,"","08:50 - 13:00",,"",2,0,0,0,1,
481,0,481,TR,TR,,CME,"Beef Trimmings",,Settlement,"",0,2,200,USD,"20K lbs","cents/lb",10,20,IVVVIVIVIVIV,1997-06-16,1998-12-16,"","08:50 - 13:00",,"",2,0,0,0,1,
487,0,487,ES,ES,ES,CME,"e-mini S&P 500 Index",Combined,Settlement,"",1,0.5,50,USD,"$50 x Index","points",25,12.5,IIVIIVIIVIIV,1997-09-09,2021-08-11,"SP2 starts at 1982-04-21","17:00 - 16:00",,"",2,0,0,0,1,956362
496,0,496,DJ,DJ,ZD,CBT,"Dow Jones Industrial Index",Combined,Settlement,"DJ,DJ2,DJ3",0,10,10,USD,"$10 x Index","points",1,10,IIVIIVIIVIIV,1997-10-06,2015-06-19,"","15:30 - 15:15",,"",0,0,0,0,1,
497,0,497,NQ,NQ,NQ,CME,"e-mini Nasdaq 100 Index",,Settlement,"",1,0.2,20,USD,"$20 x Index","points",25,5,IIVIIVIIVIIV,1999-06-21,2021-08-11,"ND starts at 1996-04-10","17:00 - 16:00",,"",2,0,0,0,1,475816
498,0,498,JT,JT,J7,CME,"e-mini Japanese Yen",,Settlement,"",1,0.625,62500,USD,"JPY 6250000","USD/JPY 100",10,6.25,IIVIIVIIVIIV,1999-10-08,2021-08-11,"","14:30 - 14:00",,"",5,0,0,0,1,421
499,0,499,EX,EX,E7,CME,"e-mini Euro",,Settlement,"",1,0.625,62500,USD,"EUR 62500","USD/EUR",10,6.25,IIVIIVIIVIIV,1999-10-08,2021-08-11,"","14:30 - 14:00",,"",5,0,0,0,1,3147
519,0,519,RU2,RU2,RU,CME,"Russian Ruble",RTH,Settlement,"RU2,RU,RU1",1,2.5,2500000,USD,"RUB 2500000","USD/RUB",5,12.5,VVVVVVVVVVVV,1998-04-21,2021-08-11,"","17:00 - 16:00",,"",6,0,0,0,1,0
524,0,524,CU,CU,EC,CME,"Euro",Combined,Settlement,"CU2,CU,CU1",1,1.25,125000,USD,"EUR 125000","USD/EUR",5,6.25,SSVSSVSSVSSV,1998-05-19,2021-08-11,"DM starts at 1972-05-16","17:00 - 16:00",,"",5,0,0,0,1,116566
525,0,525,TZ,TZ,,CME,"Fed Fund Rate-Overnight",,Settlement,"",0,12.5,1250,USD,"$45000000","USD/bas pt",1,12.5,IIIIIIIIIIIV,1998-05-20,2001-01-02,"","14:45 - 14:00",,"",2,0,0,0,1,
526,0,526,FB9,FB9,,CME,"Pork Bellies-Fresh",,Settlement,"",0,4,400,USD,"40000 lbs","cents/lb",2.5,10,VIVIVIVVVIVI,1997-04-04,1999-11-23,"","09:10 - 13:00",,"",2,1,0,0,1,
532,0,532,CN,CN,,NYMEX,"Electricity-Cinergy",,Settlement,"",0,7.36,736,USD,"736MWH","USD/MWH",1,7.36,VVVVVVVVVVVV,1998-07-10,2002-02-15,"","09:40 - 15:10",,"",2,0,0,0,1,
533,0,533,NTN,NTN,,NYMEX,"Electricity-Entergy",,Settlement,"",0,7.36,736,USD,"736MWH","USD/MWH",1,7.36,VVVVVVVVVVVV,1998-07-10,2009-09-14,"","09:40 - 15:10",,"",2,0,0,0,1,
534,0,534,KJ9,KJ9,,CME,"Euro Canadian Dollar 3-month",,Settlement,"",0,2.5,2500,CAD,"CAD1000000","points",1,2.5,IIVIIVIIVIIV,1998-07-14,2000-06-19,"","07:20 - 14:00",,"",3,0,0,0,1,
540,0,540,BA,BA,,CBT,"Electricity-TVA",,Settlement,"",0,16.8,1680,USD,"1680 MWH","USD/MWH",1,16.8,VVVVVVVVVVVV,1998-09-11,1999-08-30,"","08:00 - 14:40",,"",2,0,0,0,1,
541,0,541,BZ9,BZ9,,CBT,"Electricity-ComEd",,Settlement,"",0,16.8,1680,USD,"1680 MWH","USD/MWH",1,16.8,VVVVVVVVVVVV,1998-09-11,1998-11-24,"","08:00 - 14:40",,"",2,0,0,0,1,
568,0,568,EL,EL,EL,CME,"Euroyen 3 Mth (LIBOR)",,Settlement,"",0,1250,1250000,JPY,"JPY 100000000","Points",1,1250,IIVIIVIIVIIV,1999-04-01,2009-08-21,"","07:20 - 14:00",,"",3,0,0,0,1,
593,0,593,DE2,DE2,,CBT,"Dow Jones Composite Average",RTH,Settlement,"",0,2,20,USD,"$20 x Index","points",5,10,IIVIIVIIVIIV,2000-07-20,2000-09-14,"","07:20 - 15:15",,"",1,0,0,0,1,
594,0,594,DR2,DR2,,CBT,"Dow Jones Utility Average",RTH,Settlement,"",0,2,200,USD,"$200 x Index","points",5,10,IIVIIVIIVIIV,2000-07-20,2001-09-20,"","07:20 - 15:15",,"",2,0,0,0,1,
595,0,595,DQ2,DQ2,,CBT,"Dow Jones Transportation Average",RTH,Settlement,"",0,2,20,USD,"$20 x Index","points",5,10,IIVIIVIIVIIV,2000-07-20,2002-03-14,"","07:20 - 15:15",,"",1,0,0,0,1,
596,0,596,DJ2,DJ2,DW,CBT,"Dow Jones Industrial Average",RTH,Settlement,"DJ,DJ2,DJ3",0,10,10,USD,"$10 x Index","points",1,10,IIVIIVIIVIIV,1998-04-03,2015-06-19,"DJ starts at 1997-10-06","07:20 - 15:15",,"",0,0,0,0,1,
598,0,598,DF,DF,,CBT,"Agency Notes- 5 Yr",,Settlement,"",0,3.125,1000,USD,"$100000","points",1,3.125,IIVIIVIIVIIV,2001-01-12,2001-03-28,"","07:20 - 14:00",,"",-7,0,0,0,1,
599,0,599,DN,DN,,CBT,"Agency Notes-10 Yr",,Settlement,"DN,DN2",0,3.125,1000,USD,"$100000","points",5,15.625,IIVIIVIIVIIV,2000-03-15,2003-12-26,"","07:20 - 14:00",,"",-7,0,0,0,0,
609,0,609,A1,A1,A1,CME,"Lumber-OS Board-S.Eastern",,Settlement,"",0,1,100,USD,"100000 sqft","$/sqft",10,10,VIVIVIVIVIVI,2000-03-01,2001-09-19,"","09:00 - 13:05",,"",2,0,0,0,1,
610,0,610,B1,B1,,CME,"Lumber-OS Board-S.Western",,Settlement,"",0,1,100,USD,"100000 sqft","$/sqft",10,10,VIVIVIVIVIVI,2000-03-02,2000-07-18,"","09:00 - 13:05",,"",2,0,0,0,1,
611,0,611,L1,L1,,CME,"Lumber-OS Board-Western",,Settlement,"",0,1,100,USD,"100000 sqft","$/sqft",10,10,VIVIVIVIVIVI,2000-03-01,2001-08-01,"","09:00 - 13:05",,"",2,0,0,0,1,
612,0,612,F5,F5,,CME,"Agency Notes- 5 Yr",,Settlement,"",0,3.125,1000,USD,"$100000","points",5,15.625,IIVIIVIIVIIV,2000-03-14,2000-09-20,"","07:20 - 14:00",,"",-7,0,0,0,1,
613,0,613,F0,F0,,CME,"Agency Notes-10 Yr",,Settlement,"",0,3.125,1000,USD,"$100000","points",5,15.625,IIVIIVIIVIIV,2000-03-14,2000-09-20,"","07:20 - 14:00",,"",-7,0,0,0,1,
630,0,630,HM,HM,,CME,"Hogs-E-mini Lean",,Settlement,"",0,1,100,USD,"10000 lbs","cents/lb",1,1,IVIVIVVVIVIV,2000-07-25,2001-10-16,"","09:10 - 13:00",,"",2,0,0,0,1,
634,0,634,FE,FE,FE,CME,"Fortune e50 Index",,Settlement,"",0,0.2,20,USD,"$20 x Index","points",50,10,IIVIIVIIVIIV,2000-09-05,2003-12-19,"","15:45 - 15:15",,"",2,0,0,0,1,
635,0,635,KM,KM,,NYMEX,"Electricity-Mid Columbia",,Settlement,"",0,4.32,432,USD,"432 MWH","USD/MWH",1,4.32,VVVVVVVVVVVV,2000-09-15,2001-11-27,"","16:00 - 14:30",,"",2,0,0,0,1,
642,0,642,FM,FM,,CME,"Feeder Cattle-E-mini",,Settlement,"",0,1,100,USD,"10000 lbs","cents/lb",1,1,VIVVVIIVVVVI,2000-09-19,2008-12-10,"","09:05 - 13:00",,"",2,0,0,0,1,
656,0,656,MF9,MF9,,CBT,"Mortgage Futures",RTH,Settlement,"MF9,ZG9,MF3",0,3.125,1000,USD,"$100000","points",2.5,7.8125,VVVVVVVVVVVV,2001-03-23,2001-12-07,"","07:20 - 14:00",,"",-8,0,0,0,0,
657,0,657,ZG9,ZG9,,CBT,"Mortgage Futures",Combined,Settlement,"MF9,ZG9,MF3",0,3.125,1000,USD,"$100000","points",2.5,7.8125,VVVVVVVVVVVV,2001-03-23,2001-12-07,"","20:00 - 16:00",,"",-8,0,0,0,0,
666,0,666,TU3,TU3,TU,CBT,"2-Year U.S. T-Note",RTH,Settlement,"TU,TU3,ZT",1,6.25,2000,USD,"$200000","points",1.25,7.8125,IIVIIVIIVIIV,1990-06-22,2021-08-11,"TU starts at 1990-06-22","17:00 - 16:00",,"",-8,0,0,0,1,21859
669,0,669,QL,QL,QLD,NYMEX,"Central Appalachian Coal",,Settlement,"",0,15.5,1550,USD,"1550 tons","USD/ton",1,15.5,VVVVVVVVVVVV,2001-07-12,2016-11-25,"","10:30 - 14:30",,"",2,0,0,0,1,
670,0,670,SC,SC,,NYMEX,"Crude Oil Brent",RTH,Settlement,"",0,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,2001-09-05,2006-11-15,"","09:10 - 15:10",,"",2,0,0,0,1,
671,0,671,YJ,YJ,,CBT,"Dow Jones Industrial Average Index-Mini",,Settlement,"",0,2,2,USD,"$2 x Index","points",1,2,IIVIIVIIVIIV,2001-10-01,2002-12-19,"","20:15 - 16:00",,"",0,0,0,0,1,
675,0,675,MX,MX,MX,CME,"Xylenes-Mixed",,Settlement,"",0,42,42000,USD,"42000xDeWittMixedXyIdx","USD/gal",1,42,VVVVVVVVVVVV,2001-10-19,2004-03-01,"","08:30 - 14:15",,"",3,0,0,0,1,
676,0,676,BZ,BZ,BZ,CME,"Benzene",,Settlement,"",0,42,42000,USD,"42000xDeWittBenzeneIdx","USD/gal",1,42,VVVVVVVVVVVV,2001-10-19,2004-03-01,"","08:30 - 14:15",,"",3,0,0,0,1,
677,0,677,ER2,ER2,RTY,CME,"e-mini Russell 2000 Index",Combined,Settlement,"",1,0.5,50,USD,"$50 x Index","points",10,5,IIVIIVIIVIIV,2001-10-23,2021-08-11,"TF2 starts at 2007-08-17","15:45 - 15:15",,"",2,0,0,0,1,118028
678,0,678,NI2,NI2,,CBT,"Swap Interest Rate 10 Yr",RTH,Settlement,"NI2,NI,NI1",0,15.625,1000,USD,"$100000","points",1,15.625,IIVIIVIIVIIV,2001-10-26,2013-09-16,"","07:20 - 14:00",,"",-4,0,0,0,1,
679,0,679,NI,NI,NI,CBT,"Swap Interest Rate 10 Yr",Combined,Settlement,"NI2,NI,NI1",0,15.625,1000,USD,"$100000","points",1,15.625,IIVIIVIIVIIV,2001-10-26,2013-09-16,"","17:30 - 16:00",,"",-4,0,0,0,1,
680,0,680,AI,AI,,CBT,"Dow Jones-AIG Commodity Index",,Settlement,"",0,1,10,USD,"$100 x Index","points",10,10,VVIVIVIVIVIV,2001-11-16,2006-12-15,"","08:15 - 14:15",,"",1,0,0,0,1,
681,0,681,NN,NN,NN,NYMEX,"Henry Hub Natural Gas Swap",,Settlement,"",1,2.5,2500,USD,"2500 mm Btu","$/mm Btu",1,2.5,VVVVVVVVVVVV,2001-12-07,2021-08-11,"","18:00 - 17:00",,"",3,0,0,0,1,292
684,0,684,EMD,EMD,EMD,CME,"e-mini S&P Midcap 400 Index",,Settlement,"",1,1,100,USD,"$100 x index","points",10,10,IIVIIVIIVIIV,2002-01-28,2021-08-11,"MD starts at 1992-02-13","17:00 - 16:00",,"",2,0,0,0,1,7763
685,39,0,XF1,,,CBT,"X-Funds",,Settlement,"",0,,,,"","",,,,2002-03-01,2002-04-15,"","",,"",2,0,0,0,0,
685,41,0,XF1,,,CBT,"X-Funds",,Settlement,"",0,,,,"","",,,,2002-03-15,2002-09-11,"","",,"",2,0,0,0,0,
685,38,0,XF1,,,CBT,"X-Funds",,Settlement,"",0,,,,"","",,,,2002-02-01,2002-09-11,"","",,"",2,0,0,0,0,
685,40,0,XF1,,,CBT,"X-Funds",,Settlement,"",0,,,,"","",,,,2002-03-15,2002-03-27,"","",,"",2,0,0,0,0,
685,37,0,XF1,,,CBT,"X-Funds",,Settlement,"",0,,,,"","",,,,2002-02-01,2002-09-11,"","",,"",2,0,0,0,0,
686,0,686,DD,DD,,CBT,"Dow Jones Industrial Average $25 Index",,Settlement,"",0,25,25,USD,"$25 x Index","points",1,25,IIVIIVIIVIIV,2006-03-20,2014-12-19,"","18:15 - 16:00",,"",0,0,0,0,1,
